,ItinID,MktID,MktCoupons,Quarter,Origin,OriginWac,Dest,DestWac,Miles,ContiguousUSA,NumTicketsOrdered,AirlineCompany,PricePerTicket
317332,2.01814E+11,2.01814E+13,2,1,PDX,92,TPA,33,2497,2,1,UA,323.06
37215,20181818577,2.01818E+12,1,1,CLT,36,PIT,23,366,2,1,AA,368
786719,2.01814E+11,2.01814E+13,1,1,BUF,22,BWI,35,281,2,2,WN,188
797285,2.01814E+11,2.01814E+13,1,1,BWI,35,ABQ,86,1670,2,10,WN,207
509252,2.01811E+11,2.01811E+13,1,1,SEA,93,OGG,2,2640,1,1,AS,433
673263,2.01812E+11,2.01812E+13,1,1,JFK,22,PHX,81,2153,2,1,DL,151
968126,2.01814E+11,2.01814E+13,1,1,LAS,85,SLC,87,368,2,4,WN,91
1002540,20181291850,2.01813E+12,1,1,DFW,74,BDL,11,1471,2,1,AA,434
404655,20181711398,2.01817E+12,1,1,MIA,33,ORD,41,1197,2,1,AA,358.5
654653,2.01811E+11,2.01811E+13,1,1,LGB,91,SFO,91,354,2,3,B6,74
808643,2.01814E+11,2.01814E+13,1,1,BWI,35,LAX,91,2329,2,1,WN,215.46
69565,20181958374,2.0182E+12,1,1,SNA,91,ORD,41,1726,2,3,AA,261
596260,2.01811E+11,2.01811E+13,1,1,EWR,21,TPA,33,997,2,1,B6,165
828002,2.01814E+11,2.01814E+13,1,1,ATL,34,CMH,44,447,2,16,WN,100.5
1017271,20181308536,2.01813E+12,1,1,DFW,74,IAH,74,224,2,1,AA,189
82755,2.01811E+11,2.01811E+13,1,1,LAX,91,ANC,1,2345,1,4,AS,171
508966,2.01811E+11,2.01811E+13,1,1,OGG,2,SEA,93,2640,1,1,AS,300
489185,2.01811E+11,2.01811E+13,1,1,BOI,83,SEA,93,399,2,1,AS,177.5
727575,2.01812E+11,2.01812E+13,1,1,SLC,87,ORD,41,1250,2,1,DL,306
50588,20181882199,2.01819E+12,1,1,SAN,91,PHL,23,2370,2,1,AA,794
48736,20181878618,2.01819E+12,1,1,DFW,74,SAN,91,1171,2,1,AA,359
467931,2.01811E+11,2.01811E+13,1,1,PDX,92,LAS,85,763,2,1,AS,339.5
166696,2.01812E+11,2.01812E+13,1,1,MIA,33,DTW,43,1145,2,1,DL,152
1045893,20181341190,2.01813E+12,1,1,DFW,74,SLC,87,989,2,1,AA,159.5
663819,2.01812E+11,2.01812E+13,1,1,DTW,43,PBI,33,1086,2,5,DL,218
858008,2.01814E+11,2.01814E+13,1,1,STL,64,DAL,74,546,2,1,WN,96.5
963185,2.01814E+11,2.01814E+13,1,1,OAK,91,LAS,85,407,2,1,WN,63.5
483003,2.01811E+11,2.01811E+13,1,1,SAN,91,OGG,2,2541,1,1,AS,269.5
234120,2.01814E+11,2.01814E+13,1,1,IAH,74,SAN,91,1303,2,1,UA,365.5
211930,2.01812E+11,2.01812E+13,1,1,ATL,34,MSY,72,425,2,1,DL,272
841373,2.01814E+11,2.01814E+13,1,1,DAL,74,BWI,35,1209,2,2,WN,141
861416,2.01814E+11,2.01814E+13,1,1,FLL,33,DCA,38,899,2,3,WN,111
160486,2.01812E+11,2.01812E+13,1,1,LGA,22,MCO,33,950,2,2,DL,258
755871,2.01813E+11,2.01813E+13,1,1,MSP,63,RSW,33,1416,2,1,SY,186
515073,2.01811E+11,2.01811E+13,1,1,SEA,93,RDU,36,2354,2,3,AS,215
602286,2.01811E+11,2.01811E+13,1,1,FLL,33,JFK,22,1069,2,7,B6,93
928422,2.01814E+11,2.01814E+13,1,1,HOU,74,LAS,85,1235,2,3,WN,162.5
238776,2.01814E+11,2.01814E+13,1,1,FLL,33,IAH,74,966,2,1,UA,364.6
397095,20181700951,2.01817E+12,1,1,ORD,41,JAC,88,1162,2,1,AA,217
935597,2.01814E+11,2.01814E+13,2,1,HOU,74,ONT,91,1345,2,1,WN,336.5
1037134,20181332513,2.01813E+12,2,1,LIH,2,DFW,74,3847,1,1,AA,593
1041205,20181336675,2.01813E+12,1,1,SAN,91,DFW,74,1171,2,2,AA,573.5
506472,2.01811E+11,2.01811E+13,1,1,SEA,93,MCO,33,2554,2,1,AS,768
725384,2.01812E+11,2.01812E+13,1,1,SLC,87,MSP,63,991,2,1,DL,214
824892,2.01814E+11,2.01814E+13,1,1,CLE,44,MDW,41,307,2,1,WN,93
511662,2.01811E+11,2.01811E+13,1,1,ORD,41,SEA,93,1721,2,2,AS,381
781134,2.01814E+11,2.01814E+13,1,1,BOI,83,SAN,91,749,2,1,WN,109
901861,2.01814E+11,2.01814E+13,1,1,ELP,74,LIT,71,843,2,1,WN,282.98
1033372,20181327429,2.01813E+12,1,1,IAH,74,DFW,74,224,2,1,AA,94.21
174174,2.01812E+11,2.01812E+13,1,1,PBI,33,MSP,63,1451,2,1,DL,413.36
631956,2.01811E+11,2.01811E+13,1,1,JFK,22,PBI,33,1028,2,1,B6,138.03
10813,20181784672,2.01818E+12,1,1,SAN,91,PHL,23,2370,2,4,AA,218
377072,20181640437,2.01816E+12,1,1,STL,64,MIA,33,1068,2,1,AA,173
702824,2.01812E+11,2.01812E+13,1,1,OGG,2,SEA,93,2640,1,1,DL,309
519788,2.01811E+11,2.01811E+13,1,1,SEA,93,SJC,91,696,2,3,AS,150
581980,2.01811E+11,2.01811E+13,1,1,CLE,44,BOS,13,563,2,3,B6,113
979287,2.01814E+11,2.01814E+13,1,1,LAX,91,PDX,92,834,2,1,WN,88.23
774111,2.01814E+11,2.01814E+13,1,1,PHL,23,BNA,54,675,2,1,WN,208.95
55047,20181907996,2.01819E+12,1,1,SEA,93,ORD,41,1721,2,3,AA,286
532563,2.01811E+11,2.01811E+13,1,1,SEA,93,SLC,87,689,2,1,AS,156
351116,20181570892,2.01816E+12,1,1,MCI,64,PHX,81,1044,2,1,AA,351
525330,2.01811E+11,2.01811E+13,1,1,SFO,91,PDX,92,550,2,1,AS,324
725463,2.01812E+11,2.01812E+13,1,1,MSP,63,SLC,87,991,2,1,DL,267.5
997074,20181281449,2.01813E+12,1,1,DFW,74,DEN,82,641,2,5,AA,166
791777,2.01814E+11,2.01814E+13,1,1,BUR,91,DEN,82,850,2,2,WN,264
382692,20181658776,2.01817E+12,1,1,MSY,72,DFW,74,447,2,10,AA,262
419725,20181735831,2.01817E+12,1,1,PBI,33,CLT,36,590,2,4,AA,330.5
233304,2.01814E+11,2.01814E+13,1,1,IAH,74,SAN,91,1303,2,1,UA,147
980409,2.01814E+11,2.01814E+13,1,1,LAX,91,RNO,85,391,2,1,WN,132
20087,20181798470,2.01818E+12,1,1,PHX,81,DSM,61,1150,2,5,AA,151
664418,2.01812E+11,2.01812E+13,1,1,PBI,33,LGA,22,1035,2,8,DL,884
817337,2.01814E+11,2.01814E+13,1,1,RSW,33,BWI,35,919,2,1,WN,179.5
857905,2.01814E+11,2.01814E+13,1,1,DAL,74,STL,64,546,2,1,WN,239
897710,2.01814E+11,2.01814E+13,2,1,LAS,85,DTW,43,1749,2,1,WN,238
977790,2.01814E+11,2.01814E+13,1,1,MSY,72,LAX,91,1670,2,5,WN,108.5
256912,2.01814E+11,2.01814E+13,1,1,LAX,91,SFO,91,337,2,1,UA,191
572406,2.01811E+11,2.01811E+13,1,1,BOS,13,SLC,87,2105,2,1,B6,282
997358,20181281595,2.01813E+12,1,1,DEN,82,DFW,74,641,2,1,AA,400.5
368279,20181623332,2.01816E+12,1,1,LAX,91,ATL,34,1947,2,1,AA,150.26
226285,2.01814E+11,2.01814E+13,1,1,MCO,33,IAH,74,854,2,4,UA,184.5
1009731,20181301358,2.01813E+12,1,1,DFW,74,DCA,38,1192,2,1,AA,222.37
1035065,20181330143,2.01813E+12,1,1,PHL,23,DFW,74,1303,2,1,AA,139
30870,20181810260,2.01818E+12,1,1,PHX,81,PHL,23,2075,2,7,AA,225.5
752568,2.01813E+11,2.01813E+13,1,1,MCO,33,MSP,63,1310,2,9,SY,307
575545,2.01811E+11,2.01811E+13,1,1,JFK,22,BTV,16,266,2,4,B6,160.5
774321,2.01814E+11,2.01814E+13,1,1,MKE,45,BNA,54,475,2,1,WN,127
38147,20181822051,2.01818E+12,1,1,PHX,81,PIT,23,1814,2,1,AA,268.12
109143,2.01812E+11,2.01812E+13,1,1,JFK,22,TPA,33,1005,2,1,DL,357
372700,20181632006,2.01816E+12,1,1,MIA,33,ORD,41,1197,2,1,AA,221.5
793435,2.01814E+11,2.01814E+13,1,1,BUR,91,OAK,91,325,2,4,WN,153
665820,2.01812E+11,2.01812E+13,1,1,PDX,92,DTW,43,1953,2,1,DL,267.6
356319,20181585935,2.01816E+12,1,1,MCO,33,PHL,23,861,2,2,AA,309
251043,2.01814E+11,2.01814E+13,1,1,IAD,38,LAX,91,2288,2,1,UA,168.38
752728,2.01813E+11,2.01813E+13,1,1,MCO,33,MSP,63,1310,2,1,SY,449.5
395518,20181699567,2.01817E+12,1,1,ORD,41,EWR,21,719,2,1,AA,140.5
116826,2.01812E+11,2.01812E+13,1,1,CVG,52,LAX,91,1900,2,1,DL,336
245458,2.01814E+11,2.01814E+13,1,1,CLE,44,LAX,91,2052,2,2,UA,175.5
196558,2.01812E+11,2.01812E+13,1,1,MSP,63,ORD,41,334,2,1,DL,179
430675,20181764728,2.01818E+12,1,1,FLL,33,PHL,23,992,2,1,AA,132
703713,2.01812E+11,2.01812E+13,1,1,PHX,81,SEA,93,1107,2,1,DL,331
280111,2.01814E+11,2.01814E+13,1,1,ORD,41,BWI,35,622,2,8,UA,180
800756,2.01814E+11,2.01814E+13,1,1,BUF,22,BWI,35,281,2,1,WN,82
654781,2.01811E+11,2.01811E+13,1,1,LGB,91,SFO,91,354,2,2,B6,116
960956,2.01814E+11,2.01814E+13,1,1,LAS,85,LAX,91,236,2,1,WN,203
567965,2.01811E+11,2.01811E+13,1,1,RSW,33,BOS,13,1249,2,2,B6,443.5
369830,20181625408,2.01816E+12,1,1,LGA,22,MIA,33,1096,2,1,AA,92
286028,2.01814E+11,2.01814E+13,1,1,ORD,41,EWR,21,719,2,1,UA,92
12642,20181786135,2.01818E+12,1,1,SFO,91,PHL,23,2521,2,1,AA,769
1009800,20181301537,2.01813E+12,1,1,DFW,74,DCA,38,1192,2,1,AA,296.19
715655,2.01812E+11,2.01812E+13,1,1,SLC,87,DCA,38,1851,2,1,DL,623
286851,2.01814E+11,2.01814E+13,1,1,EWR,21,ORD,41,719,2,1,UA,157
514878,2.01811E+11,2.01811E+13,1,1,PSP,91,SEA,93,987,2,3,AS,384.5
519621,2.01811E+11,2.01811E+13,1,1,SJC,91,SEA,93,696,2,3,AS,112
316267,2.01814E+11,2.01814E+13,1,1,PBI,33,EWR,21,1023,2,1,UA,255
135492,2.01812E+11,2.01812E+13,1,1,LGA,22,BOS,13,184,2,1,DL,406
1006461,20181296226,2.01813E+12,1,1,DFW,74,CLT,36,936,2,8,AA,411.5
637596,2.01811E+11,2.01811E+13,1,1,JFK,22,SFO,91,2586,2,3,B6,122.5
653758,2.01811E+11,2.01811E+13,1,1,RNO,85,LGB,91,402,2,4,B6,103
170406,2.01812E+11,2.01812E+13,1,1,MKE,45,MSP,63,297,2,1,DL,55.67
987666,20181262910,2.01813E+12,1,1,DCA,38,DFW,74,1192,2,2,AA,219.5
728759,2.01812E+11,2.01812E+13,1,1,PHL,23,SLC,87,1927,2,2,DL,273
333839,20181510996,2.01815E+12,1,1,LAX,91,MCO,33,2218,2,1,AA,182
133849,2.01812E+11,2.01812E+13,1,1,ATL,34,LGA,22,762,2,4,DL,190
68053,20181953583,2.0182E+12,1,1,SNA,91,DFW,74,1205,2,1,AA,390
421209,20181739852,2.01817E+12,1,1,PBI,33,PHL,23,951,2,1,AA,165.83
485879,2.01811E+11,2.01811E+13,1,1,ANC,1,SCC,1,626,1,2,AS,393
1032808,20181327145,2.01813E+12,1,1,DFW,74,ORD,41,802,2,2,AA,215
444160,2.01811E+11,2.01811E+13,1,1,FAI,1,ANC,1,261,1,3,AS,137
571772,2.01811E+11,2.01811E+13,1,1,SJC,91,BOS,13,2689,2,1,B6,241
947689,2.01814E+11,2.01814E+13,1,1,BWI,35,IND,42,516,2,1,WN,99.68
711712,2.01812E+11,2.01812E+13,1,1,SJC,91,SLC,87,584,2,1,DL,217.5
418634,20181727189,2.01817E+12,1,1,TUS,81,ORD,41,1437,2,3,AA,215.5
19363,20181797337,2.01818E+12,1,1,DFW,74,PHX,81,868,2,3,AA,146.5
130857,2.01812E+11,2.01812E+13,1,1,SLC,87,LAX,91,590,2,3,DL,106.5
417732,20181726584,2.01817E+12,1,1,ORD,41,TPA,33,1012,2,2,AA,67.88
63114,20181929847,2.01819E+12,1,1,PHX,81,SJC,91,621,2,4,AA,172.5
387827,20181686402,2.01817E+12,1,1,ATL,34,ORD,41,606,2,1,AA,289
314070,2.01814E+11,2.01814E+13,1,1,ORD,41,SRQ,33,1050,2,3,UA,227
829490,2.01814E+11,2.01814E+13,1,1,DEN,82,CMH,44,1154,2,1,WN,103.71
399609,20181703532,2.01817E+12,1,1,LAX,91,ORD,41,1744,2,1,AA,258
1028044,20181322878,2.01813E+12,1,1,DFW,74,MKE,45,853,2,1,AA,119
78702,20181997445,2.0182E+12,1,1,DFW,74,OMA,65,583,2,1,AA,452.89
421233,20181740041,2.01817E+12,1,1,PHL,23,PBI,33,951,2,2,AA,50
918250,2.01814E+11,2.01814E+13,1,1,GRR,43,DEN,82,1015,2,2,WN,124
581039,2.01811E+11,2.01811E+13,1,1,CHS,37,DCA,38,444,2,5,B6,134
408149,20181716585,2.01817E+12,1,1,LAS,85,ORD,41,1514,2,1,AA,365.94
127496,2.01812E+11,2.01812E+13,1,1,MSY,72,LAX,91,1670,2,1,DL,376.5
401458,20181705517,2.01817E+12,1,1,LGA,22,ORD,41,733,2,1,AA,215.5
638403,2.01811E+11,2.01811E+13,1,1,JFK,22,SJC,91,2569,2,1,B6,179
455251,2.01811E+11,2.01811E+13,1,1,SAN,91,MCO,33,2149,2,1,AS,116.5
860361,2.01814E+11,2.01814E+13,1,1,PNS,33,DCA,38,816,2,1,WN,126.85
233615,2.01814E+11,2.01814E+13,1,1,SAN,91,IAH,74,1303,2,1,UA,149.5
539664,2.01811E+11,2.01811E+13,1,1,AUS,74,JFK,22,1521,2,1,B6,212
848751,2.01814E+11,2.01814E+13,1,1,DAL,74,LGA,22,1381,2,1,WN,238
258582,2.01814E+11,2.01814E+13,1,1,DEN,82,LGA,22,1620,2,12,UA,93
861127,2.01814E+11,2.01814E+13,1,1,DCA,38,DAL,74,1184,2,1,WN,173.6
716523,2.01812E+11,2.01812E+13,1,1,SLC,87,DEN,82,391,2,2,DL,128.5
301924,2.01814E+11,2.01814E+13,1,1,MSY,72,ORD,41,837,2,1,UA,405
347638,20181537856,2.01815E+12,1,1,LGA,22,MIA,33,1096,2,1,AA,98.32
392397,20181694184,2.01817E+12,1,1,ORD,41,DEN,82,888,2,1,AA,146
43195,20181855237,2.01819E+12,1,1,RDU,36,MIA,33,700,2,1,AA,235
1035095,20181330158,2.01813E+12,1,1,PHL,23,DFW,74,1303,2,1,AA,152.5
599977,2.01811E+11,2.01811E+13,1,1,FLL,33,CLE,44,1062,2,2,B6,128.5
14555,20181787821,2.01818E+12,1,1,TPA,33,PHL,23,920,2,1,AA,444
511119,2.01811E+11,2.01811E+13,1,1,SEA,93,ORD,41,1721,2,1,AS,137.5
690538,2.01812E+11,2.01812E+13,1,1,SAT,74,ATL,34,874,2,3,DL,104
360079,20181605901,2.01816E+12,1,1,MIA,33,BOS,13,1258,2,3,AA,203
1018876,20181310156,2.01813E+12,1,1,DFW,74,JAX,33,918,2,1,AA,365
129733,2.01812E+11,2.01812E+13,1,1,SEA,93,LAX,91,954,2,1,DL,121
220080,2.01814E+11,2.01814E+13,1,1,IAH,74,HNL,2,3904,1,2,UA,353.5
162233,2.01812E+11,2.01812E+13,1,1,MCO,33,SLC,87,1931,2,2,DL,364
581162,2.01811E+11,2.01811E+13,1,1,CHS,37,FLL,33,470,2,5,B6,53
1047205,20181342180,2.01813E+12,1,1,SNA,91,DFW,74,1205,2,3,AA,138.5
440388,2.01811E+11,2.01811E+13,1,1,DCA,38,LAX,91,2311,2,1,AS,335
145306,2.01812E+11,2.01812E+13,1,1,MSP,63,LGA,22,1020,2,1,DL,254
855202,2.01814E+11,2.01814E+13,1,1,DAL,74,RDU,36,1052,2,1,WN,149.5
403605,20181709034,2.01817E+12,1,1,ORD,41,MIA,33,1197,2,3,AA,606
909652,2.01814E+11,2.01814E+13,1,1,DEN,82,FLL,33,1703,2,1,WN,222
755733,2.01813E+11,2.01813E+13,1,1,MSP,63,RSW,33,1416,2,5,SY,144
305347,2.01814E+11,2.01814E+13,1,1,ORD,41,PIT,23,413,2,1,UA,204.5
773670,2.01814E+11,2.01814E+13,1,1,MDW,41,ATL,34,591,2,1,WN,106.46
160108,2.01812E+11,2.01812E+13,1,1,LGA,22,MCO,33,950,2,2,DL,104
989893,20181267361,2.01813E+12,1,1,DCA,38,MCO,33,759,2,2,AA,77
638593,2.01811E+11,2.01811E+13,1,1,JFK,22,SJU,3,1598,1,1,B6,477
671313,2.01812E+11,2.01812E+13,1,1,SLC,87,PHL,23,1927,2,1,DL,194
1037441,20181333414,2.01813E+12,1,1,DFW,74,PIT,23,1067,2,1,AA,90
674301,2.01812E+11,2.01812E+13,1,1,PHX,81,MSP,63,1276,2,1,DL,423
982577,2.01814E+11,2.01814E+13,1,1,LAX,91,SLC,87,590,2,3,WN,208
944808,2.01814E+11,2.01814E+13,1,1,FLL,33,IND,42,1005,2,1,WN,312
1004,20181770619,2.01818E+12,1,1,PHL,23,MCI,64,1038,2,1,AA,375.5
840250,2.01814E+11,2.01814E+13,1,1,DAL,74,BNA,54,623,2,5,WN,159.5
817887,2.01814E+11,2.01814E+13,1,1,SAN,91,BWI,35,2295,2,1,WN,190
21843,20181799842,2.01818E+12,1,1,PHX,81,HNL,2,2917,1,1,AA,327
73632,20181979452,2.0182E+12,1,1,TPA,33,CLT,36,507,2,6,AA,666
612997,2.01811E+11,2.01811E+13,1,1,HPN,22,TPA,33,1032,2,1,B6,151
476223,2.01811E+11,2.01811E+13,1,1,PDX,92,SJC,91,569,2,1,AS,363.5
544721,2.01811E+11,2.01811E+13,1,1,BDL,11,TPA,33,1111,2,1,B6,246
907251,2.01814E+11,2.01814E+13,1,1,BNA,54,FLL,33,793,2,3,WN,153.5
618318,2.01811E+11,2.01811E+13,1,1,JFK,22,BUF,22,301,2,2,B6,173
97072,2.01812E+11,2.01812E+13,1,1,JFK,22,MSP,63,1029,2,1,DL,274.5
731222,2.01812E+11,2.01812E+13,1,1,SAT,74,SLC,87,1087,2,1,DL,354.5
100540,2.01812E+11,2.01812E+13,1,1,JFK,22,PHX,81,2153,2,1,DL,403.26
76698,20181990339,2.0182E+12,1,1,TPA,33,ORD,41,1012,2,4,AA,99
909441,2.01814E+11,2.01814E+13,1,1,FLL,33,DEN,82,1703,2,2,WN,144
227353,2.01814E+11,2.01814E+13,1,1,IAH,74,MEM,54,468,2,1,UA,142.5
580892,2.01811E+11,2.01811E+13,1,1,CHS,37,DCA,38,444,2,15,B6,148
402509,20181708280,2.01817E+12,1,1,ORD,41,MCO,33,1005,2,1,AA,102.5
25441,20181803780,2.01818E+12,1,1,MCI,64,PHX,81,1044,2,1,AA,234
123414,2.01812E+11,2.01812E+13,1,1,LIH,2,LAX,91,2615,1,1,DL,367
1034235,20181329017,2.01813E+12,1,1,DFW,74,PBI,33,1102,2,1,AA,266.81
967381,2.01814E+11,2.01814E+13,1,1,SFO,91,LAS,85,414,2,10,WN,108
506507,2.01811E+11,2.01811E+13,1,1,SEA,93,MCO,33,2554,2,1,AS,220.97
268243,2.01814E+11,2.01814E+13,1,1,MCO,33,SFO,91,2446,2,4,UA,123
187468,2.01812E+11,2.01812E+13,1,1,LAS,85,MSP,63,1299,2,1,DL,336
293019,2.01814E+11,2.01814E+13,1,1,ORD,41,LAS,85,1514,2,2,UA,272
119360,2.01812E+11,2.01812E+13,1,1,LAX,91,DTW,43,1979,2,1,DL,717.5
451244,2.01811E+11,2.01811E+13,1,1,LAX,91,ANC,1,2345,1,1,AS,134
467463,2.01811E+11,2.01811E+13,1,1,PDX,92,LAS,85,763,2,3,AS,137
152735,2.01812E+11,2.01812E+13,1,1,MCI,64,ATL,34,692,2,1,DL,145
429491,20181762001,2.01818E+12,1,1,DFW,74,PHL,23,1303,2,1,AA,301
755402,2.01813E+11,2.01813E+13,1,1,MSP,63,PSP,91,1454,2,1,SY,425.5
39356,20181826323,2.01818E+12,1,1,PNS,33,DFW,74,604,2,1,AA,897
970898,2.01814E+11,2.01814E+13,1,1,LAX,91,ATL,34,1947,2,1,WN,471.5
119269,2.01812E+11,2.01812E+13,1,1,DTW,43,LAX,91,1979,2,1,DL,540
540132,2.01811E+11,2.01811E+13,1,1,AUS,74,LGB,91,1226,2,4,B6,233
31261,20181810712,2.01818E+12,1,1,PIT,23,PHX,81,1814,2,3,AA,297
931574,2.01814E+11,2.01814E+13,1,1,HOU,74,MCO,33,849,2,4,WN,133.5
370750,20181625970,2.01816E+12,1,1,STT,4,MIA,33,1107,1,1,AA,296.47
1658,20181771213,2.01818E+12,1,1,MCO,33,PHL,23,861,2,3,AA,146.5
947542,2.01814E+11,2.01814E+13,1,1,IND,42,MCO,33,829,2,3,WN,306
586738,2.01811E+11,2.01811E+13,1,1,MCO,33,DCA,38,759,2,1,B6,358.5
911294,2.01814E+11,2.01814E+13,1,1,FLL,33,LAS,85,2173,2,1,WN,146.5
880537,2.01814E+11,2.01814E+13,1,1,DEN,82,MDW,41,895,2,10,WN,203.5
478901,2.01811E+11,2.01811E+13,1,1,SEA,93,PHX,81,1107,2,1,AS,296
544900,2.01811E+11,2.01811E+13,1,1,BNA,54,BOS,13,942,2,1,B6,361
139648,2.01812E+11,2.01812E+13,1,1,LGA,22,FLL,33,1076,2,2,DL,222
825679,2.01814E+11,2.01814E+13,1,1,CLE,44,PHX,81,1737,2,6,WN,377
612058,2.01811E+11,2.01811E+13,1,1,HPN,22,PBI,33,1056,2,1,B6,493.5
911677,2.01814E+11,2.01814E+13,1,1,FLL,33,MCI,64,1242,2,1,WN,218
244037,2.01814E+11,2.01814E+13,1,1,LAS,85,SFO,91,414,2,1,UA,142
420900,20181739304,2.01817E+12,1,1,ORD,41,PBI,33,1144,2,7,AA,198.5
40111,20181836260,2.01818E+12,1,1,PVD,15,CLT,36,683,2,1,AA,183
781042,2.01814E+11,2.01814E+13,1,1,SAN,91,BOI,83,749,2,1,WN,173.43
110392,2.01812E+11,2.01812E+13,2,1,LAS,85,BOS,13,2381,2,1,DL,128
791711,2.01814E+11,2.01814E+13,1,1,BUR,91,DAL,74,1243,2,1,WN,238.02
156723,2.01812E+11,2.01812E+13,1,1,MCO,33,BOS,13,1121,2,1,DL,165.5
399941,20181703702,2.01817E+12,1,1,LAX,91,ORD,41,1744,2,1,AA,786.5
833430,2.01814E+11,2.01814E+13,1,1,CMH,44,MDW,41,283,2,1,WN,179.5
122169,2.01812E+11,2.01812E+13,1,1,JFK,22,LAX,91,2475,2,1,DL,521.5
366198,20181620943,2.01816E+12,1,1,IAH,74,MIA,33,964,2,1,AA,339
278026,2.01814E+11,2.01814E+13,1,1,ORD,41,AUS,74,977,2,1,UA,221.32
948782,2.01814E+11,2.01814E+13,1,1,RSW,33,IND,42,945,2,3,WN,144.5
451095,2.01811E+11,2.01811E+13,1,1,LAS,85,SEA,93,867,2,1,AS,165
201181,2.01812E+11,2.01812E+13,1,1,RSW,33,MSP,63,1416,2,4,DL,174.5
709150,2.01812E+11,2.01812E+13,1,1,SFO,91,MSP,63,1589,2,3,DL,275.5
850334,2.01814E+11,2.01814E+13,1,1,MCO,33,DAL,74,973,2,1,WN,182
140600,2.01812E+11,2.01812E+13,1,1,LGA,22,MCO,33,950,2,1,DL,770
760234,2.01813E+11,2.01813E+13,1,1,ATL,34,DEN,82,1199,2,1,UA,199
85234,2.01811E+11,2.01811E+13,1,1,SEA,93,ANC,1,1448,1,1,AS,295
1029642,20181323976,2.01813E+12,1,1,DFW,74,MSY,72,447,2,1,AA,216
754449,2.01813E+11,2.01813E+13,1,1,MSP,63,PHX,81,1276,2,1,SY,194
817117,2.01814E+11,2.01814E+13,1,1,RSW,33,BWI,35,919,2,1,WN,92
476377,2.01811E+11,2.01811E+13,1,1,PDX,92,SLC,87,630,2,3,AS,83
411520,20181721067,2.01817E+12,1,1,RSW,33,ORD,41,1120,2,1,AA,209
850224,2.01814E+11,2.01814E+13,1,1,MCO,33,DAL,74,973,2,20,WN,143.5
962914,2.01814E+11,2.01814E+13,1,1,MSY,72,LAS,85,1500,2,1,WN,192
313879,2.01814E+11,2.01814E+13,1,1,SNA,91,ORD,41,1726,2,1,UA,360.5
773674,2.01814E+11,2.01814E+13,1,1,BNA,54,MDW,41,395,2,1,WN,104.29
232164,2.01814E+11,2.01814E+13,1,1,PHL,23,IAH,74,1325,2,1,UA,636.5
845931,2.01814E+11,2.01814E+13,1,1,DAL,74,HRL,74,458,2,1,WN,225.71
154580,2.01812E+11,2.01812E+13,1,1,MSP,63,MCI,64,393,2,1,DL,257
516275,2.01811E+11,2.01811E+13,1,1,SEA,93,SAN,91,1050,2,1,AS,180
597887,2.01811E+11,2.01811E+13,1,1,BDL,11,FLL,33,1173,2,8,B6,153
125783,2.01812E+11,2.01812E+13,1,1,LAX,91,MSP,63,1535,2,2,DL,231
175480,2.01812E+11,2.01812E+13,1,1,BIL,84,MSP,63,748,2,1,DL,331
894874,2.01814E+11,2.01814E+13,1,1,LAS,85,DSM,61,1216,2,1,WN,130.83
395581,20181699606,2.01817E+12,1,1,EWR,21,ORD,41,719,2,1,AA,165.5
1019213,20181310443,2.01813E+12,1,1,DFW,74,JFK,22,1391,2,1,AA,279
1035266,20181330251,2.01813E+12,1,1,DFW,74,PHL,23,1303,2,3,AA,245
33801,20181813188,2.01818E+12,1,1,PHX,81,SJC,91,621,2,5,AA,720
238306,2.01814E+11,2.01814E+13,1,1,SNA,91,IAH,74,1346,2,2,UA,279.5
159540,2.01812E+11,2.01812E+13,1,1,LAX,91,MCO,33,2218,2,1,DL,432.5
1025452,20181318713,2.01813E+12,1,1,DFW,74,MCO,33,985,2,3,AA,186
489205,2.01811E+11,2.01811E+13,1,1,SEA,93,BOI,83,399,2,1,AS,192
676179,2.01812E+11,2.01812E+13,2,1,PNS,33,AVP,23,985,2,1,DL,327
161400,2.01812E+11,2.01812E+13,1,1,MSP,63,MCO,33,1310,2,1,DL,359
132789,2.01812E+11,2.01812E+13,1,1,LGA,22,ATL,34,762,2,5,DL,350
245769,2.01814E+11,2.01814E+13,1,1,LAX,91,DEN,82,862,2,1,UA,224
372378,20181631836,2.01816E+12,1,1,MIA,33,ORD,41,1197,2,5,AA,87.5
919248,2.01814E+11,2.01814E+13,1,1,TPA,33,GRR,43,1041,2,1,WN,223.52
743683,2.01812E+11,2.01812E+13,1,1,TPA,33,DTW,43,983,2,1,DL,208.5
955066,2.01814E+11,2.01814E+13,1,1,LAS,85,ABQ,86,486,2,3,WN,344
227144,2.01814E+11,2.01814E+13,1,1,IAH,74,MCO,33,854,2,3,UA,426
270409,2.01814E+11,2.01814E+13,1,1,EWR,21,MIA,33,1085,2,1,UA,377
482064,2.01811E+11,2.01811E+13,1,1,SAN,91,KOA,2,2556,1,1,AS,251.02
1002271,20181291652,2.01813E+12,1,1,SAT,74,DFW,74,247,2,1,AA,245.87
709835,2.01812E+11,2.01812E+13,1,1,SFO,91,SLC,87,599,2,1,DL,153.43
794385,2.01814E+11,2.01814E+13,1,1,BUR,91,PHX,81,369,2,1,WN,93
1044844,20181339818,2.01813E+12,1,1,SJC,91,DFW,74,1438,2,1,AA,219
