,ItinID,MktID,MktCoupons,Quarter,Origin,OriginWac,Dest,DestWac,Miles,ContiguousUSA,NumTicketsOrdered,AirlineCompany,PricePerTicket
796653,2.01814E+11,2.01814E+13,1,1,BUR,91,SMF,91,358,2,1,WN,225
673467,2.01812E+11,2.01812E+13,1,1,JFK,22,PHX,81,2153,2,2,DL,320.5
703182,2.01812E+11,2.01812E+13,1,1,SEA,93,ORD,41,1721,2,1,DL,173.5
795459,2.01814E+11,2.01814E+13,1,1,BUR,91,SFO,91,326,2,1,WN,143.72
732370,2.01812E+11,2.01812E+13,1,1,SLC,87,SJC,91,584,2,1,DL,79
955931,2.01814E+11,2.01814E+13,1,1,AUS,74,LAS,85,1090,2,1,WN,577
331782,2.01814E+11,2.01814E+13,1,1,SAN,91,IAD,38,2253,2,1,UA,281.5
1032446,20181326943,2.01813E+12,1,1,DFW,74,ORD,41,802,2,12,AA,114
214247,2.01812E+11,2.01812E+13,1,1,ATL,34,MYR,37,317,2,2,DL,79.5
338050,20181518338,2.01815E+12,1,1,LAX,91,ORD,41,1744,2,1,AA,403
180022,2.01812E+11,2.01812E+13,1,1,MSP,63,DEN,82,680,2,1,DL,288
544048,2.01811E+11,2.01811E+13,1,1,BDL,11,SJU,3,1666,1,2,B6,328
767572,2.01813E+11,2.01813E+13,1,1,DEN,82,BOS,13,1754,2,1,UA,258.5
446190,2.01811E+11,2.01811E+13,1,1,HNL,2,SEA,93,2677,1,1,AS,527
988024,20181263093,2.01813E+12,1,1,DCA,38,DFW,74,1192,2,1,AA,521.5
979396,2.01814E+11,2.01814E+13,1,1,LAX,91,PHX,81,370,2,3,WN,216
98231,2.01812E+11,2.01812E+13,1,1,JFK,22,MSY,72,1182,2,1,DL,247.4
270089,2.01814E+11,2.01814E+13,1,1,EWR,21,MIA,33,1085,2,1,UA,73
932175,2.01814E+11,2.01814E+13,1,1,HOU,74,MDW,41,937,2,2,WN,91
1012462,20181303639,2.01813E+12,1,1,DFW,74,EGE,82,721,2,2,AA,372.5
988041,20181263101,2.01813E+12,1,1,DFW,74,DCA,38,1192,2,3,AA,714
925760,2.01814E+11,2.01814E+13,1,1,HOU,74,DEN,82,883,2,12,WN,140.5
244121,2.01814E+11,2.01814E+13,1,1,LAS,85,SFO,91,414,2,3,UA,203
819018,2.01814E+11,2.01814E+13,1,1,SDF,52,BWI,35,495,2,1,WN,101
306327,2.01814E+11,2.01814E+13,1,1,ORD,41,RSW,33,1120,2,1,UA,378.97
328166,2.01814E+11,2.01814E+13,1,1,RNO,85,SFO,91,192,2,1,UA,619
257085,2.01814E+11,2.01814E+13,1,1,SFO,91,BUR,91,326,2,1,UA,91.46
761327,2.01813E+11,2.01813E+13,1,1,ATL,34,IAH,74,689,2,1,UA,519
713460,2.01812E+11,2.01812E+13,1,1,AUS,74,SLC,87,1086,2,1,DL,164
71901,20181967485,2.0182E+12,1,1,STL,64,MIA,33,1068,2,4,AA,104
931678,2.01814E+11,2.01814E+13,1,1,HOU,74,MCO,33,849,2,2,WN,171
694079,2.01812E+11,2.01812E+13,1,1,SEA,93,ATL,34,2182,2,1,DL,210.5
645564,2.01811E+11,2.01811E+13,1,1,LAX,91,JFK,22,2475,2,1,B6,913
61245,20181924275,2.01819E+12,1,1,PHX,81,SFO,91,651,2,3,AA,96
753470,2.01813E+11,2.01813E+13,1,1,MIA,33,MSP,63,1501,2,1,SY,335
569307,2.01811E+11,2.01811E+13,1,1,BOS,13,SAV,34,901,2,2,B6,315
194717,2.01812E+11,2.01812E+13,1,1,MSP,63,MKE,45,297,2,1,DL,250
819209,2.01814E+11,2.01814E+13,1,1,BWI,35,SEA,93,2335,2,1,WN,570
454077,2.01811E+11,2.01811E+13,1,1,LAX,91,SLC,87,590,2,12,AS,102
1031985,20181326186,2.01813E+12,1,1,DFW,74,ORD,41,802,2,1,AA,222
803309,2.01814E+11,2.01814E+13,1,1,BUR,91,BWI,35,2320,2,1,WN,194.62
588264,2.01811E+11,2.01811E+13,1,1,DCA,38,TPA,33,814,2,1,B6,145.5
157432,2.01812E+11,2.01812E+13,1,1,MCO,33,DTW,43,957,2,1,DL,130.5
103137,2.01812E+11,2.01812E+13,1,1,JFK,22,SEA,93,2422,2,1,DL,174.5
54978,20181907961,2.01819E+12,1,1,ORD,41,SEA,93,1721,2,2,AA,204
476110,2.01811E+11,2.01811E+13,1,1,PDX,92,SJC,91,569,2,1,AS,244.5
338209,20181519033,2.01815E+12,1,1,LAX,91,ORD,41,1744,2,1,AA,119.08
77944,20181992313,2.0182E+12,1,1,TPA,33,PHX,81,1788,2,2,AA,236
434164,2.01811E+11,2.01811E+13,1,1,SEA,93,AUS,74,1770,2,1,AS,105
457874,2.01811E+11,2.01811E+13,1,1,OAK,91,OGG,2,2349,1,1,AS,151.5
123790,2.01812E+11,2.01812E+13,1,1,LAX,91,MCI,64,1363,2,1,DL,234
269370,2.01814E+11,2.01814E+13,1,1,DEN,82,MIA,33,1709,2,2,UA,123
330403,2.01814E+11,2.01814E+13,1,1,SAN,91,DEN,82,853,2,1,UA,796
468095,2.01811E+11,2.01811E+13,1,1,PDX,92,LAX,91,834,2,1,AS,66
596041,2.01811E+11,2.01811E+13,1,1,EWR,21,SJU,3,1608,1,1,B6,273.5
52792,20181893944,2.01819E+12,1,1,SAV,34,DFW,74,925,2,1,AA,467
687133,2.01812E+11,2.01812E+13,1,1,SAN,91,ATL,34,1892,2,8,DL,263
819694,2.01814E+11,2.01814E+13,1,1,SJC,91,BWI,35,2439,2,1,WN,336
342656,20181529137,2.01815E+12,1,1,CLT,36,LGA,22,544,2,1,AA,121
160967,2.01812E+11,2.01812E+13,1,1,MCO,33,MSP,63,1310,2,1,DL,190.91
421970,20181743068,2.01817E+12,1,1,PDX,92,DFW,74,1616,2,14,AA,322.5
702584,2.01812E+11,2.01812E+13,1,1,MSP,63,SEA,93,1399,2,1,DL,443
550640,2.01811E+11,2.01811E+13,1,1,BOS,13,DEN,82,1754,2,6,B6,215
709772,2.01812E+11,2.01812E+13,1,1,SFO,91,SLC,87,599,2,2,DL,510
703041,2.01812E+11,2.01812E+13,1,1,SEA,93,ORD,41,1721,2,2,DL,346
352298,20181575937,2.01816E+12,1,1,MCO,33,DCA,38,759,2,18,AA,246
279256,2.01814E+11,2.01814E+13,1,1,BOS,13,ORD,41,867,2,2,UA,115.5
166349,2.01812E+11,2.01812E+13,1,1,MIA,33,ATL,34,594,2,1,DL,259.5
716545,2.01812E+11,2.01812E+13,1,1,DEN,82,SLC,87,391,2,5,DL,134
821751,2.01814E+11,2.01814E+13,1,1,TPA,33,BWI,35,842,2,1,WN,437.5
884247,2.01814E+11,2.01814E+13,1,1,DEN,82,PDX,92,991,2,8,WN,123
639983,2.01811E+11,2.01811E+13,1,1,JFK,22,SRQ,33,1041,2,1,B6,161.5
431687,20181765971,2.01818E+12,1,1,JAX,33,PHL,23,742,2,2,AA,191.5
672891,2.01812E+11,2.01812E+13,1,1,DTW,43,PHX,81,1671,2,2,DL,319
962802,2.01814E+11,2.01814E+13,1,1,LAS,85,MSY,72,1500,2,1,WN,587
656763,2.01811E+11,2.01811E+13,1,1,MCO,33,BDL,11,1050,2,1,B6,409
250801,2.01814E+11,2.01814E+13,1,1,LAX,91,IAH,74,1379,2,1,UA,169
593336,2.01811E+11,2.01811E+13,1,1,MCO,33,LGA,22,950,2,2,B6,99.18
893222,2.01814E+11,2.01814E+13,1,1,DEN,82,TPA,33,1506,2,11,WN,583
388088,20181686691,2.01817E+12,1,1,AUS,74,ORD,41,977,2,2,AA,100.5
163901,2.01812E+11,2.01812E+13,1,1,MEM,54,ATL,34,332,2,1,DL,387
636618,2.01811E+11,2.01811E+13,1,1,SAV,34,JFK,22,718,2,9,B6,85
278490,2.01814E+11,2.01814E+13,1,1,AUS,74,ORD,41,977,2,1,UA,351
1031592,20181325867,2.01813E+12,1,1,DFW,74,ONT,91,1188,2,7,AA,200
747643,2.01812E+11,2.01812E+13,1,1,TUS,81,ATL,34,1541,2,1,DL,329.5
995302,20181276684,2.01813E+12,1,1,DCA,38,RSW,33,892,2,1,AA,995
977360,2.01814E+11,2.01814E+13,1,1,LAX,91,MKE,45,1756,2,5,WN,147
186130,2.01812E+11,2.01812E+13,1,1,MSP,63,JFK,22,1029,2,2,DL,209
124000,2.01812E+11,2.01812E+13,1,1,LAX,91,MCO,33,2218,2,2,DL,192
628296,2.01811E+11,2.01811E+13,1,1,JFK,22,MCO,33,944,2,4,B6,275
857713,2.01814E+11,2.01814E+13,1,1,DAL,74,SNA,91,1216,2,1,WN,62
200819,2.01812E+11,2.01812E+13,1,1,MSP,63,RSW,33,1416,2,2,DL,244
736248,2.01812E+11,2.01812E+13,1,1,ATL,34,SNA,91,1919,2,1,DL,591
348686,20181540469,2.01815E+12,1,1,LGA,22,ORD,41,733,2,1,AA,139
889731,2.01814E+11,2.01814E+13,1,1,SFO,91,DEN,82,967,2,1,WN,146
846010,2.01814E+11,2.01814E+13,1,1,DAL,74,IND,42,755,2,1,WN,135
891190,2.01814E+11,2.01814E+13,1,1,DEN,82,SLC,87,391,2,1,WN,180
797360,2.01814E+11,2.01814E+13,1,1,ABQ,86,BWI,35,1670,2,7,WN,280
291685,2.01814E+11,2.01814E+13,1,1,ORD,41,JAC,88,1162,2,2,UA,321
1041119,20181336632,2.01813E+12,1,1,SAN,91,DFW,74,1171,2,1,AA,388.5
654377,2.01811E+11,2.01811E+13,1,1,LGB,91,SEA,93,965,2,2,B6,207
561171,2.01811E+11,2.01811E+13,1,1,MSY,72,BOS,13,1368,2,11,B6,88
700883,2.01812E+11,2.01812E+13,1,1,SEA,93,LAX,91,954,2,1,DL,276
978171,2.01814E+11,2.01814E+13,1,1,LAX,91,MSY,72,1670,2,1,WN,290
749004,2.01813E+11,2.01813E+13,1,1,MSP,63,LAX,91,1535,2,4,SY,108
969824,2.01814E+11,2.01814E+13,1,1,LAS,85,TUS,81,364,2,11,WN,106
153771,2.01812E+11,2.01812E+13,1,1,MCI,64,LAX,91,1363,2,3,DL,157
410617,20181720370,2.01817E+12,1,1,ORD,41,RDU,36,646,2,3,AA,165.5
972479,2.01814E+11,2.01814E+13,1,1,LAX,91,DAL,74,1246,2,2,WN,111
241578,2.01814E+11,2.01814E+13,1,1,LAS,85,DEN,82,628,2,1,UA,115
957416,2.01814E+11,2.01814E+13,1,1,LAS,85,CLE,44,1824,2,1,WN,211
295087,2.01814E+11,2.01814E+13,1,1,LAX,91,ORD,41,1744,2,2,UA,424.5
1016070,20181307479,2.01813E+12,1,1,HNL,2,DFW,74,3784,1,1,AA,774
759721,2.01813E+11,2.01813E+13,1,1,ABQ,86,DEN,82,349,2,8,UA,58
85774,2.01812E+11,2.01812E+13,1,1,JFK,22,DEN,82,1626,2,3,DL,202
156687,2.01812E+11,2.01812E+13,1,1,MCO,33,BOS,13,1121,2,2,DL,142
758994,2.01813E+11,2.01813E+13,1,1,MSP,63,RSW,33,1416,2,2,SY,135.5
204471,2.01812E+11,2.01812E+13,1,1,MSP,63,SEA,93,1399,2,2,DL,272.5
828912,2.01814E+11,2.01814E+13,1,1,MKE,45,BNA,54,475,2,1,WN,135.71
675574,2.01812E+11,2.01812E+13,1,1,PIT,23,ATL,34,526,2,2,DL,267
702096,2.01812E+11,2.01812E+13,2,1,SEA,93,GRR,43,1807,2,1,DL,442
727213,2.01812E+11,2.01812E+13,1,1,SLC,87,OGG,2,2935,1,1,DL,496
112487,2.01812E+11,2.01812E+13,1,1,LAS,85,SLC,87,368,2,1,DL,338
166476,2.01812E+11,2.01812E+13,1,1,ATL,34,TPA,33,406,2,1,DL,219.24
329499,2.01814E+11,2.01814E+13,2,1,SAN,91,RSW,33,2164,2,1,UA,338.93
106818,2.01812E+11,2.01812E+13,1,1,SLC,87,JFK,22,1990,2,1,DL,155
560895,2.01811E+11,2.01811E+13,1,1,BOS,13,MCO,33,1121,2,1,B6,226.27
1022222,20181312790,2.01813E+12,1,1,LAX,91,DFW,74,1235,2,1,AA,386.5
660170,2.01811E+11,2.01811E+13,1,1,MCO,33,JFK,22,944,2,4,B6,159
758111,2.01813E+11,2.01813E+13,1,1,TPA,33,MSP,63,1306,2,1,SY,307.5
310904,2.01814E+11,2.01814E+13,1,1,ORD,41,SFO,91,1846,2,3,UA,283
189615,2.01812E+11,2.01812E+13,1,1,MSP,63,LAX,91,1535,2,1,DL,530.64
631200,2.01811E+11,2.01811E+13,1,1,JFK,22,PBI,33,1028,2,7,B6,209
818888,2.01814E+11,2.01814E+13,1,1,BWI,35,SAT,74,1407,2,1,WN,135.01
494858,2.01811E+11,2.01811E+13,1,1,SEA,93,EWR,21,2402,2,1,AS,226.5
324540,2.01814E+11,2.01814E+13,1,1,PIT,23,DEN,82,1290,2,1,UA,551.85
297113,2.01814E+11,2.01814E+13,1,1,ORD,41,LGA,22,733,2,1,UA,279
545468,2.01811E+11,2.01811E+13,1,1,BOS,13,ATL,34,946,2,1,B6,358
964310,2.01814E+11,2.01814E+13,1,1,LAS,85,PDX,92,763,2,1,WN,90.42
720246,2.01812E+11,2.01812E+13,1,1,SLC,87,JAC,88,205,2,1,DL,100
52162,20181892138,2.01819E+12,1,1,SAT,74,MIA,33,1143,2,2,AA,267
797886,2.01814E+11,2.01814E+13,1,1,ATL,34,BWI,35,577,2,3,WN,97
602144,2.01811E+11,2.01811E+13,1,1,JAX,33,FLL,33,319,2,1,B6,188
889393,2.01814E+11,2.01814E+13,1,1,DEN,82,SFO,91,967,2,2,WN,123
962019,2.01814E+11,2.01814E+13,1,1,LAS,85,MDW,41,1521,2,1,WN,219
105960,2.01812E+11,2.01812E+13,1,1,SJU,3,JFK,22,1598,1,1,DL,215.5
575000,2.01811E+11,2.01811E+13,1,1,JFK,22,BQN,3,1576,1,6,B6,124
44430,20181857834,2.01819E+12,1,1,RDU,36,SEA,93,2354,2,1,AA,288
872306,2.01814E+11,2.01814E+13,2,1,DTW,43,DEN,82,1123,2,1,WN,272.5
765122,2.01813E+11,2.01813E+13,1,1,AUS,74,SFO,91,1504,2,1,UA,365
573597,2.01811E+11,2.01811E+13,1,1,BOS,13,TPA,33,1185,2,2,B6,112
1041858,20181337291,2.01813E+12,1,1,SAT,74,DFW,74,247,2,1,AA,198.5
163229,2.01812E+11,2.01812E+13,1,1,ATL,34,MDT,23,620,2,1,DL,404
466170,2.01811E+11,2.01811E+13,1,1,PDX,92,JFK,22,2454,2,4,AS,249
897558,2.01814E+11,2.01814E+13,1,1,DTW,43,LAS,85,1749,2,3,WN,169
549062,2.01811E+11,2.01811E+13,1,1,BOS,13,CLE,44,563,2,5,B6,140.5
399491,20181703471,2.01817E+12,1,1,LAX,91,ORD,41,1744,2,7,AA,208.5
739875,2.01812E+11,2.01812E+13,1,1,STL,64,DTW,43,440,2,1,DL,218
280767,2.01814E+11,2.01814E+13,1,1,BZN,84,ORD,41,1185,2,1,UA,574
859046,2.01814E+11,2.01814E+13,1,1,TUL,73,DAL,74,237,2,4,WN,100.5
883478,2.01814E+11,2.01814E+13,1,1,DEN,82,OMA,65,472,2,1,WN,130.5
293893,2.01814E+11,2.01814E+13,1,1,ORD,41,LAX,91,1744,2,2,UA,326
913828,2.01814E+11,2.01814E+13,1,1,FLL,33,PIT,23,994,2,7,WN,229
812015,2.01814E+11,2.01814E+13,1,1,BWI,35,MHT,14,377,2,1,WN,61
766173,2.01813E+11,2.01813E+13,1,1,BNA,54,EWR,21,748,2,1,UA,196
854190,2.01814E+11,2.01814E+13,1,1,PHX,81,DAL,74,879,2,2,WN,83.5
294183,2.01814E+11,2.01814E+13,1,1,ORD,41,LAX,91,1744,2,3,UA,93.5
885188,2.01814E+11,2.01814E+13,1,1,PHL,23,DEN,82,1558,2,1,WN,256
310447,2.01814E+11,2.01814E+13,1,1,SFO,91,ORD,41,1846,2,1,UA,145
533558,2.01811E+11,2.01811E+13,1,1,SMF,91,PDX,92,479,2,15,AS,273
535567,2.01811E+11,2.01811E+13,1,1,SNA,91,SEA,93,978,2,6,AS,200
500147,2.01811E+11,2.01811E+13,1,1,KOA,2,SEA,93,2688,1,2,AS,324.5
181090,2.01812E+11,2.01812E+13,1,1,MSP,63,DFW,74,852,2,1,DL,188
427957,20181759120,2.01818E+12,1,1,PHL,23,DEN,82,1558,2,2,AA,154
406148,20181713813,2.01817E+12,1,1,PBI,33,ORD,41,1144,2,1,AA,162.5
922848,2.01814E+11,2.01814E+13,1,1,HOU,74,BWI,35,1246,2,4,WN,103
158804,2.01812E+11,2.01812E+13,1,1,MCO,33,LAX,91,2218,2,2,DL,372
255899,2.01814E+11,2.01814E+13,1,1,LAX,91,ORD,41,1744,2,6,UA,159
18707,20181794759,2.01818E+12,1,1,DEN,82,PHX,81,602,2,1,AA,277.5
773904,2.01814E+11,2.01814E+13,1,1,MDW,41,BNA,54,395,2,1,WN,286
967641,2.01814E+11,2.01814E+13,1,1,LAS,85,SJC,91,386,2,1,WN,299
285216,2.01814E+11,2.01814E+13,1,1,DFW,74,ORD,41,802,2,1,UA,278.5
147734,2.01812E+11,2.01812E+13,1,1,LGA,22,PBI,33,1035,2,2,DL,208.5
872526,2.01814E+11,2.01814E+13,1,1,EWR,21,DEN,82,1605,2,4,WN,190.5
242655,2.01814E+11,2.01814E+13,1,1,LAS,85,IAD,38,2065,2,1,UA,884
335791,20181515137,2.01815E+12,1,1,LAX,91,MSY,72,1670,2,1,AA,321
163660,2.01812E+11,2.01812E+13,1,1,ATL,34,MDW,41,591,2,1,DL,201.5
866240,2.01814E+11,2.01814E+13,1,1,DEN,82,ALB,22,1610,2,1,WN,136
723655,2.01812E+11,2.01812E+13,1,1,MCI,64,SLC,87,920,2,1,DL,145
899970,2.01814E+11,2.01814E+13,1,1,ELP,74,AUS,74,528,2,3,WN,340.5
528288,2.01811E+11,2.01811E+13,1,1,SJC,91,HNL,2,2417,1,1,AS,274
384271,20181672349,2.01817E+12,1,1,OAK,91,PHX,81,646,2,2,AA,119
582025,2.01811E+11,2.01811E+13,1,1,BOS,13,CLE,44,563,2,1,B6,131
446323,2.01811E+11,2.01811E+13,1,1,HNL,2,SJC,91,2417,1,8,AS,158
513469,2.01811E+11,2.01811E+13,1,1,PHX,81,SEA,93,1107,2,3,AS,313.5
934696,2.01814E+11,2.01814E+13,1,1,HOU,74,OMA,65,804,2,2,WN,101
363140,20181613029,2.01816E+12,1,1,MIA,33,DFW,74,1121,2,2,AA,347
761743,2.01813E+11,2.01813E+13,1,1,ORD,41,ATL,34,606,2,1,UA,163.5
42758,20181854288,2.01819E+12,1,1,RDU,36,MIA,33,700,2,1,AA,156.36
28302,20181806863,2.01818E+12,1,1,PHX,81,OGG,2,2845,1,1,AA,440
200667,2.01812E+11,2.01812E+13,1,1,MCO,33,MSP,63,1310,2,1,DL,205.96
678944,2.01812E+11,2.01812E+13,1,1,SLC,87,RDU,36,1823,2,1,DL,186.7
63269,20181929930,2.01819E+12,1,1,SJC,91,PHX,81,621,2,1,AA,308
385064,20181678383,2.01817E+12,1,1,OMA,65,DFW,74,583,2,1,AA,193.45
257341,2.01814E+11,2.01814E+13,1,1,LAX,91,SFO,91,337,2,1,UA,90
96355,2.01812E+11,2.01812E+13,1,1,JFK,22,MIA,33,1089,2,4,DL,148.52
862569,2.01814E+11,2.01814E+13,1,1,DCA,38,MCO,33,759,2,1,WN,108.75
420748,20181739228,2.01817E+12,1,1,ORD,41,PBI,33,1144,2,1,AA,93
532395,2.01811E+11,2.01811E+13,1,1,SLC,87,SEA,93,689,2,1,AS,329
348880,20181540570,2.01815E+12,1,1,LGA,22,ORD,41,733,2,6,AA,191
790754,2.01814E+11,2.01814E+13,1,1,BUF,22,TPA,33,1053,2,13,WN,127
838562,2.01814E+11,2.01814E+13,1,1,DAL,74,AMA,74,323,2,4,WN,174.5
748621,2.01813E+11,2.01813E+13,1,1,JFK,22,MSP,63,1029,2,1,SY,228
559009,2.01811E+11,2.01811E+13,1,1,BOS,13,LGB,91,2602,2,1,B6,360
923363,2.01814E+11,2.01814E+13,1,1,CHS,37,HOU,74,928,2,1,WN,256.5
321094,2.01814E+11,2.01814E+13,1,1,PHL,23,SFO,91,2521,2,1,UA,525
990146,20181267618,2.01813E+12,1,1,DCA,38,MCO,33,759,2,5,AA,66
667373,2.01812E+11,2.01812E+13,1,1,DTW,43,PDX,92,1953,2,1,DL,294.97
799622,2.01814E+11,2.01814E+13,1,1,BNA,54,BWI,35,587,2,19,WN,189
372849,20181632080,2.01816E+12,1,1,ORD,41,MIA,33,1197,2,2,AA,346.5
608627,2.01811E+11,2.01811E+13,1,1,FLL,33,SWF,22,1118,2,1,B6,137
200321,2.01812E+11,2.01812E+13,1,1,PSP,91,MSP,63,1454,2,1,DL,297.5
800959,2.01814E+11,2.01814E+13,1,1,BWI,35,BUF,22,281,2,14,WN,291.5
346010,20181536739,2.01815E+12,1,1,LGA,22,MIA,33,1096,2,2,AA,135.93
544637,2.01811E+11,2.01811E+13,1,1,BDL,11,TPA,33,1111,2,1,B6,189.5
519127,2.01811E+11,2.01811E+13,1,1,SEA,93,SJC,91,696,2,1,AS,162
195433,2.01812E+11,2.01812E+13,1,1,MSY,72,MSP,63,1039,2,11,DL,203.5
788814,2.01814E+11,2.01814E+13,1,1,BUF,22,MCO,33,1011,2,1,WN,184.5
990183,20181267638,2.01813E+12,1,1,MCO,33,DCA,38,759,2,1,AA,76
768402,2.01813E+11,2.01813E+13,2,1,ATL,34,BOS,13,946,2,1,UA,170
8180,20181780878,2.01818E+12,1,1,PHL,23,PHX,81,2075,2,1,AA,543.5
475447,2.01811E+11,2.01811E+13,1,1,PDX,92,SJC,91,569,2,1,AS,196
688667,2.01812E+11,2.01812E+13,1,1,JFK,22,SAN,91,2446,2,1,DL,428.5
138946,2.01812E+11,2.01812E+13,1,1,FLL,33,JFK,22,1069,2,1,DL,205.83
571582,2.01811E+11,2.01811E+13,1,1,BOS,13,SJC,91,2689,2,2,B6,341
352591,20181576461,2.01816E+12,1,1,DCA,38,MCO,33,759,2,1,AA,145
9607,20181783592,2.01818E+12,1,1,PHL,23,RDU,36,337,2,1,AA,157.41
805090,2.01814E+11,2.01814E+13,1,1,FLL,33,BWI,35,925,2,1,WN,200
99464,2.01812E+11,2.01812E+13,1,1,JFK,22,PHL,23,94,2,1,DL,225
127960,2.01812E+11,2.01812E+13,1,1,OGG,2,LAX,91,2486,1,2,DL,262
881971,2.01814E+11,2.01814E+13,1,1,DEN,82,MSY,72,1062,2,1,WN,229.3
440785,2.01811E+11,2.01811E+13,1,1,DCA,38,SEA,93,2329,2,1,AS,704
479767,2.01811E+11,2.01811E+13,1,1,SEA,93,PSP,91,987,2,1,AS,142.5
335286,20181513417,2.01815E+12,1,1,LAX,91,MIA,33,2342,2,1,AA,473.5
992614,20181271676,2.01813E+12,1,1,DCA,38,MSY,72,969,2,1,AA,200.5
207554,2.01812E+11,2.01812E+13,1,1,MSP,63,SLC,87,991,2,1,DL,647
880101,2.01814E+11,2.01814E+13,1,1,BDL,11,DEN,82,1671,2,1,WN,278.92
581092,2.01811E+11,2.01811E+13,1,1,DCA,38,CHS,37,444,2,1,B6,187
1040682,20181336398,2.01813E+12,1,1,DFW,74,SAN,91,1171,2,7,AA,178
480545,2.01811E+11,2.01811E+13,1,1,BOS,13,SAN,91,2588,2,2,AS,373
1018611,20181310005,2.01813E+12,1,1,DFW,74,JAX,33,918,2,3,AA,174
838370,2.01814E+11,2.01814E+13,1,1,DAL,74,ABQ,86,580,2,1,WN,302
343834,20181532831,2.01815E+12,1,1,DFW,74,LGA,22,1389,2,1,AA,91
659957,2.01811E+11,2.01811E+13,1,1,MCO,33,JFK,22,944,2,1,B6,646
936002,2.01814E+11,2.01814E+13,1,1,HOU,74,RDU,36,1050,2,2,WN,251
932659,2.01814E+11,2.01814E+13,1,1,MDW,41,HOU,74,937,2,5,WN,194.5
681595,2.01812E+11,2.01812E+13,1,1,SEA,93,RDU,36,2354,2,1,DL,281
65451,20181944244,2.01819E+12,1,1,SLC,87,MIA,33,2088,2,1,AA,411
211074,2.01812E+11,2.01812E+13,1,1,MSP,63,TUS,81,1298,2,1,DL,251.13
438840,2.01811E+11,2.01811E+13,1,1,BWI,35,LAX,91,2329,2,6,AS,157
1009188,20181301040,2.01813E+12,1,1,DCA,38,DFW,74,1192,2,2,AA,220
381917,20181656580,2.01817E+12,1,1,MSY,72,CLT,36,651,2,1,AA,445.5
719771,2.01812E+11,2.01812E+13,1,1,SLC,87,HNL,2,2994,1,1,DL,562.5
993802,20181274439,2.01813E+12,1,1,PBI,33,DCA,38,857,2,1,AA,213
76542,20181990131,2.0182E+12,1,1,TPA,33,MIA,33,204,2,2,AA,187.5
1011765,20181303211,2.01813E+12,1,1,DFW,74,DTW,43,986,2,5,AA,185.5
850740,2.01814E+11,2.01814E+13,1,1,DAL,74,MCO,33,973,2,1,WN,205.57
136019,2.01812E+11,2.01812E+13,1,1,LAS,85,JFK,22,2248,2,1,DL,744.49
989760,20181266981,2.01813E+12,1,1,DCA,38,LAX,91,2311,2,1,AA,431.15
986220,20181258395,2.01813E+12,1,1,DCA,38,CLT,36,331,2,1,AA,236
544640,2.01811E+11,2.01811E+13,1,1,TPA,33,BDL,11,1111,2,4,B6,191
781442,2.01814E+11,2.01814E+13,1,1,BOI,83,SMF,91,437,2,5,WN,148
6851,20181779236,2.01818E+12,1,1,PHL,23,PBI,33,951,2,2,AA,71
783246,2.01814E+11,2.01814E+13,1,1,BWI,35,BOS,13,369,2,3,WN,210.5
525120,2.01811E+11,2.01811E+13,1,1,SEA,93,TUS,81,1216,2,1,AS,333
729539,2.01812E+11,2.01812E+13,1,1,SLC,87,PHX,81,507,2,1,DL,325.5
261363,2.01814E+11,2.01814E+13,1,1,LGA,22,ORD,41,733,2,1,UA,683
490346,2.01811E+11,2.01811E+13,1,1,BUR,91,SEA,93,937,2,8,AS,116
400515,20181704686,2.01817E+12,1,1,ORD,41,LGA,22,733,2,1,AA,624
300618,2.01814E+11,2.01814E+13,1,1,ORD,41,MSP,63,334,2,1,UA,138
397824,20181701759,2.01817E+12,1,1,LAS,85,ORD,41,1514,2,3,AA,160
980181,2.01814E+11,2.01814E+13,2,1,LAX,91,TPA,33,2158,2,1,WN,227.24
774589,2.01814E+11,2.01814E+13,1,1,MSP,63,BNA,54,695,2,1,WN,380.5
924855,2.01814E+11,2.01814E+13,1,1,SNA,91,HOU,74,1357,2,1,WN,203.16
1030345,20181324912,2.01813E+12,1,1,DFW,74,OGG,2,3711,1,1,AA,520.5
461973,2.01811E+11,2.01811E+13,1,1,ORD,41,SEA,93,1721,2,1,AS,244
986907,20181261031,2.01813E+12,1,1,DCA,38,CLT,36,331,2,1,AA,126.32
721156,2.01812E+11,2.01812E+13,1,1,JFK,22,SLC,87,1990,2,3,DL,388
649496,2.01811E+11,2.01811E+13,1,1,LGA,22,PBI,33,1035,2,1,B6,515
387147,20181685793,2.01817E+12,1,1,ABQ,86,ORD,41,1118,2,2,AA,162
739142,2.01812E+11,2.01812E+13,1,1,STL,64,ATL,34,484,2,1,DL,226.58
307289,2.01814E+11,2.01814E+13,1,1,ORD,41,SAN,91,1723,2,3,UA,211
223094,2.01814E+11,2.01814E+13,1,1,LAX,91,IAH,74,1379,2,1,UA,137
377190,20181640552,2.01816E+12,1,1,MIA,33,STT,4,1107,1,1,AA,112.5
926483,2.01814E+11,2.01814E+13,1,1,HOU,74,ECP,33,571,2,2,WN,193.5
420968,20181739338,2.01817E+12,1,1,ORD,41,PBI,33,1144,2,1,AA,286
710099,2.01812E+11,2.01812E+13,1,1,SLC,87,SFO,91,599,2,1,DL,238.5
16830,20181792161,2.01818E+12,1,1,CLT,36,PHX,81,1773,2,1,AA,173
